; Zeus eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"because [leader_name] is really pleased with you"
PHRASE_wage_change_initial_announcement_I 	"Most noble [player_name], the cost of living in your city has risen, and people now expect to be paid more so they can make ends meet."
PHRASE_wage_change_no_reason_I_C	  		"N/A"

PHRASE_CONDENSED_wage_change_title_I 					"N/A"
PHRASE_CONDENSED_wage_change_oracle_prediction_I 		"Seers predict that people will expect to be paid more."
PHRASE_CONDENSED_wage_change_initial_announcement_I 	"People expect to be paid more."
PHRASE_CONDENSED_wage_change_no_reason_I_C	  		"N/A"

PHRASE_wage_change_title_D 					"People expect less"
PHRASE_wage_change_oracle_prediction_D 		"The gods have spoken to me, the priestess of the oracle. They have revealed that within a year, people will suddenly be willing to work for less, [player_name]."
PHRASE_wage_change_initial_announcement_D 	"Greetings, my leader [player_name], for some inexplicable reason, people suddenly do not expect to be paid as much.  The wage scale has decreased across the board."
PHRASE_wage_change_no_reason_D_C	  		"N/A"

PHRASE_CONDENSED_wage_change_title_D 					"N/A"
PHRASE_CONDENSED_wage_change_oracle_prediction_D 		"Seers predict that wages will fall throughout the world."
PHRASE_CONDENSED_wage_change_initial_announcement_D 	"Wages have fallen."
PHRASE_CONDENSED_wage_change_no_reason_D_C	  		"N/A"

; 'tribute suspended' and 'tribute resumed' are only triggered by provocation.  Reason may be embedded directly in text.
;*****Tribute suspended**********************************
PHRASE_tribute_suspended_title 					"[city_name] withholds tribute"
PHRASE_tribute_suspended_initial_announcement    "I may be your subject, [player_name], but I refuse to be treated like a mangy dog! I, [leader_name] of [city_name], refuse to pay you tribute until you change your behavior!"
PHRASE_tribute_suspended_no_reason	  			"N/A"

PHRASE_CONDENSED_tribute_suspended_title 					"N/A"
PHRASE_CONDENSED_tribute_suspended_initial_announcement    "[city_name] has stopped paying tribute."
PHRASE_CONDENSED_tribute_suspended_no_reason	  			"N/A"

;*****Tribute resumed**********************************
PHRASE_tribute_resumed_title 						"[city_name] resumes paying tribute"
PHRASE_tribute_resumed_initial_announcement		"Hello, [player_name]. Though your behavior towards me has been positively reproachful in the past, I, [leader_name] of [city_name], have decided to do my duty and pay you tribute again."
PHRASE_tribute_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_tribute_resumed_title 						"N/A"
PHRASE_CONDENSED_tribute_resumed_initial_announcement		"[city_name] has resumed payment of tribute."
PHRASE_CONDENSED_tribute_resumed_no_reason	  				"N/A"

;*****Rebellion**********************************
PHRASE_rebellion_tribute_suspended_title 					"[city_name] rebels!"
PHRASE_rebellion_tribute_suspended_initial_announcement    "I've had just about all I can take of you, [player_name]. I, [leader_name] of [city_name], am revolting against you! You can forget about my tribute payment, and I'm not going to trade with you, either!"
PHRASE_rebellion_tribute_suspended_no_reason	  			"N/A"

PHRASE_CONDENSED_rebellion_tribute_suspended_title 					"N/A"
PHRASE_CONDENSED_rebellion_tribute_suspended_initial_announcement    "[city_name] has rebelled and has ceased paying tribute."
PHRASE_CONDENSED_rebellion_tribute_suspended_no_reason	  			"N/A"

;*****Rebellion Quelled**********************************
PHRASE_rebellion_quelled_tribute_resumed_title 						"Rebellion at [city_name] quelled"
PHRASE_rebellion_quelled_tribute_resumed_initial_announcement		"Most understanding and forgiving [player_name], I, [leader_name] of [city_name], humble myself before you.  Your military forces have shown me how wrong I was to rebel against you. I am your loyal subject again and will resume trading with you and paying you tribute."
PHRASE_rebellion_quelled_tribute_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_title 						"N/A"
PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_initial_announcement		"You have crushed the rebellion at [city_name]."
PHRASE_CONDENSED_rebellion_quelled_tribute_resumed_no_reason	  				"N/A"

;*****Rebellion Over**********************************
PHRASE_rebellion_over_tribute_resumed_title 						"Rebellion at [city_name] over"
PHRASE_rebellion_over_tribute_resumed_oracle_prediction		"I, the far-seeing priestess from the oracle, foresee that your subject, [city_name], will stop behaving like a petulant child and cease its rebellion within a year's time. They will resume trading with you and paying you tribute."
PHRASE_rebellion_over_tribute_resumed_initial_announcement		"Please forgive me, [player_name]. I, [leader_name] of [city_name], realize now just how foolish I was being. Rebelling against you was a mistake, and I docilely return to the fold. I will gladly pay you tribute and eagerly look forward to resuming trade with you."
PHRASE_rebellion_over_tribute_resumed_no_reason	  				"N/A"

PHRASE_CONDENSED_rebellion_over_tribute_resumed_title 						"N/A"
PHRASE_CONDENSED_rebellion_over_tribute_resumed_oracle_prediction		"Seers predict that [city_name] will cease its rebellion within a year."
PHRASE_CONDENSED_rebellion_over_tribute_resumed_initial_announcement		"[city_name] has stopped rebelling."
PHRASE_CONDENSED_rebellion_over_tribute_resumed_no_reason	  				"N/A"

;*****Military Buildup**********************************
PHRASE_military_change_title_I 						"Military buildup at [city_name]"
PHRASE_military_change_oracle_prediction_I			"I, the priestess from the oracle, have seen the future, [player_name]. Within a year's time, [city_name] will increase its military strength!"
PHRASE_military_change_initial_announcement_I		"Oh great [player_name], our spies have some intriguing news from abroad. [leader_name] of [city_name] has strengthened his military. No one knows what [leader_name] is intending, but we should remain vigilant."
PHRASE_military_change_no_reason_I	  				"N/A"

PHRASE_CONDENSED_military_change_title_I 						"N/A"
PHRASE_CONDENSED_military_change_oracle_prediction_I			"Seers predict [city_name] will bolster its military."
PHRASE_CONDENSED_military_change_initial_announcement_I		"[city_name] has strengthened its military."
PHRASE_CONDENSED_military_change_no_reason_I	  				"N/A"

;*****Military Decline**********************************
PHRASE_military_change_title_D 						"Military decline at [city_name]"
PHRASE_military_change_oracle_prediction_D			"Take heed, [player_name]. I, the seer from the oracle, foresee that within one year, the military at [city_name] will weaken significantly."
PHRASE_military_change_initial_announcement_D		"Most noble [player_name], our spies have uncovered an interesting tidbit. [leader_name] of [city_name] has dismissed much of his military, decreasing its overall strength."
PHRASE_military_change_no_reason_D	  				"N/A"

PHRASE_CONDENSED_military_change_title_D 						"N/A"
PHRASE_CONDENSED_military_change_oracle_prediction_D			"Seers predict [city_name] will cut its military."
PHRASE_CONDENSED_military_change_initial_announcement_D		"[city_name] has cut its military capabilities."
PHRASE_CONDENSED_military_change_no_reason_D	  				"N/A"

;*****Economic Prosperity**********************************
PHRASE_economic_change_title_I 						"Economic prosperity at [city_name]"
PHRASE_economic_change_oracle_prediction_I			"Noble [player_name], listen to me, the priestess from the oracle! Within a year, an economic renaissance will come to [city_name], and its affluence will increase."
PHRASE_economic_change_initial_announcement_I		"Most honored [leader_name], reports from abroad indicate that [city_name], under the leadership of [leader_name], is experiencing economic growth. Money is rolling in, and the city's industries are more productive than they had been before."
PHRASE_economic_change_no_reason_I	  				"N/A"

PHRASE_CONDENSED_economic_change_title_I 						"N/A"
PHRASE_CONDENSED_economic_change_oracle_prediction_I			"Seers predict that the economy at [city_name] will improve within a year."
PHRASE_CONDENSED_economic_change_initial_announcement_I		"The economy at [city_name] has improved."
PHRASE_CONDENSED_economic_change_no_reason_I	  				"N/A"

;*****Economic Decline**********************************
PHRASE_economic_change_title_D 						"Economic decline at [city_name]"
PHRASE_economic_change_oracle_prediction_D			"Greetings, [player_name]. I, the seer from the oracle, have seen that within one year's time, hard times will come to [city_name], and its economy will suffer a decline."
PHRASE_economic_change_initial_announcement_D		"Most honored [leader_name], word from [city_name] is that the city has fallen on hard times. Industries have shut down, and the city isn't as affluent as it once was."
PHRASE_economic_change_no_reason_D	  				"N/A"

PHRASE_CONDENSED_economic_change_title_D 						"N/A"
PHRASE_CONDENSED_economic_change_oracle_prediction_D			"Seers predict that the economy at [city_name] will worsen."
PHRASE_CONDENSED_economic_change_initial_announcement_D		"The economy at [city_name] has worsened."
PHRASE_CONDENSED_economic_change_no_reason_D	  				"N/A"

;*******Increased Favor***************************** 
PHRASE_favor_change_title_I 					"[city_name] regards you more highly"
PHRASE_favor_change_initial_announcement_I 	"[reason_phrase] I, [leader_name] of [city_name], think more highly of you than I did before."
PHRASE_favor_change_no_reason_I	  			"N/A"

PHRASE_CONDENSED_favor_change_title_I 					"N/A"
PHRASE_CONDENSED_favor_change_initial_announcement_I 	"[city_name] thinks more highly of you."
PHRASE_CONDENSED_favor_change_no_reason_I	  			"N/A"

;*******Decreased Favor*****************************
PHRASE_favor_change_title_D 					"[city_name] thinks less of you"
PHRASE_favor_change_initial_announcement_D 	"[reason_phrase] I, [leader_name] of [city_name], do not regard you as highly as I did before."
PHRASE_favor_change_no_reason_D	  			"N/A"

PHRASE_CONDENSED_favor_change_title_D 					"N/A"
PHRASE_CONDENSED_favor_change_initial_announcement_D 	"[city_name] thinks less of you [reason_phrase]."
PHRASE_CONDENSED_favor_change_no_reason_D	  			"N/A"

;********Attack Averted*****************
PHRASE_attack_averted_title 					"Attack averted at [city_name]"
PHRASE_attack_averted_initial_announcement 		"Triumph is ours, [player_name]! Because your forces arrived early to supplement my own soldiers and to build up our defenses, the enemy has been scared away! I, [leader_name], am extremely grateful, and I think more highly of you than I did before!"
PHRASE_attack_averted_no_reason	  			"N/A"

PHRASE_CONDENSED_attack_averted_title 					"N/A"
PHRASE_CONDENSED_attack_averted_initial_announcement 		"[city_name] thinks more highly of you due to an averted attack."
PHRASE_CONDENSED_attack_averted_no_reason	  			"N/A"

;********Allies hate you************************
PHRASE_allies_hate_you_title 					"Allies hate you"
PHRASE_allies_hate_you_initial_announcement 	"Greetings, [player_name]. because you attacked one of your allies, now none of your allies trust you."
PHRASE_allies_hate_you_no_reason	  			"N/A"

PHRASE_CONDENSED_allies_hate_you_title 					"N/A"
PHRASE_CONDENSED_allies_hate_you_initial_announcement 	"You have betrayed your allies!"
PHRASE_CONDENSED_allies_hate_you_no_reason	  			"N/A"

;********Becomes ally****************************
PHRASE_becomes_ally_title 					"[city_name] becomes ally"
PHRASE_becomes_ally_initial_announcement 	"Greetings, [player_name]! I, [leader_name] of [city_name], want to be in league with you. I have decided to become your ally. To mark the occasion, I have presented you with a Commemorative Monument that you can place in your city."
